task_id,exact_match,first_divergence_turn_a,root_cause_a,shorter_path_verdict_a,observation_used_correctly_a,reward_ordering_correct_a,responsible_reward_component_a,recommended_fix_a,first_divergence_turn_b,root_cause_b,shorter_path_verdict_b,observation_used_correctly_b,reward_ordering_correct_b,responsible_reward_component_b,recommended_fix_b,confidence_diff
35adf4ad-dada-47dd-8c92-1af9100d6a8a,False,4,valid_shorter_path,valid,True,True,call_count,credit_assignment,4,wrong_final_answer,invalid,True,True,terminal_outcome,terminal_classification,0.09999999999999998
35e5e6c5-b079-45ed-a693-0a5eadbbb9a6,True,2,argument_values,valid,True,False,call_count,credit_assignment,2,argument_values,valid,True,False,call_count,credit_assignment,0.0
36ac0316-5e89-40e1-b85a-3dfc02daf78e,True,3,valid_shorter_path,valid,True,False,call_count,credit_assignment,3,valid_shorter_path,valid,True,False,call_count,credit_assignment,0.09999999999999998
36ba10c3-3023-4b26-b449-84787b535d77,False,5,premature_stop,invalid,True,False,terminal_outcome,terminal_classification,5,premature_stop,invalid,True,False,terminal_outcome,outcome_reward,0.09999999999999998
36ca2d63-b8cc-4a06-ad2b-4748ad224234,False,1,valid_shorter_path,valid,True,True,call_count,outcome_reward,,valid_shorter_path,valid,True,False,call_count,credit_assignment,0.09999999999999998
37f1e206-b1e1-43bd-a848-867f8d1031bd,False,,valid_shorter_path,valid,True,False,call_count,credit_assignment,2,argument_values,not_applicable,True,True,executability,observation_grounding_data,0.09999999999999998
38a3bea2-2d38-446f-a832-ee059daf9a1b,False,2,wrong_final_answer,invalid,True,True,terminal_outcome,outcome_reward,2,argument_values,not_applicable,True,False,terminal_outcome,outcome_reward,0.09999999999999998
38e7c22f-c209-4f49-8bbd-08bc3cb08203,False,1,initial_tool_selection,valid,,True,tool_name,tool_selection_data,1,initial_tool_selection,valid,True,False,call_count,credit_assignment,0.0
3af4d6d6-e7a2-4297-bd51-4b85e5f54802,True,1,valid_shorter_path,valid,True,False,call_count,credit_assignment,1,valid_shorter_path,valid,True,False,call_count,credit_assignment,0.0
3d88feda-eeb4-4ef3-bd45-6f53bbffff11,False,1,initial_tool_selection,invalid,False,True,terminal_outcome,tool_selection_data,1,initial_tool_selection,invalid,,True,tool_name,tool_selection_data,0.0
3e99b589-8cda-4a31-ab0c-a8040f86b649,False,2,valid_shorter_path,valid,True,False,call_count,credit_assignment,2,valid_shorter_path,valid,True,False,call_count,no_change,0.0
3f22f028-b78c-4127-9f68-09f4ec8a84e5,False,2,premature_stop,invalid,True,True,terminal_outcome,terminal_classification,2,wrong_final_answer,invalid,True,False,terminal_outcome,outcome_reward,0.09999999999999998
3f5153aa-ea03-4045-94b3-523fd229373f,False,1,initial_tool_selection,not_applicable,True,True,tool_name,tool_selection_data,,initial_tool_selection,not_applicable,,True,tool_name,tool_selection_data,0.09999999999999998
3f65525e-d400-455f-b5b1-5139d3264086,False,2,reward_mismatch,valid,True,False,call_count,credit_assignment,2,wrong_final_answer,not_applicable,True,False,terminal_outcome,outcome_reward,0.09999999999999998
3f6754e4-0a9d-405f-b3c9-925e9038ef5b,False,,valid_shorter_path,not_applicable,True,False,terminal_outcome,outcome_reward,,reward_mismatch,not_applicable,,False,terminal_outcome,terminal_classification,0.09999999999999998
4181facd-49ba-4f9d-8ced-f01adcdd8782,False,1,valid_shorter_path,valid,False,False,terminal_outcome,outcome_reward,1,valid_shorter_path,valid,True,False,call_count,credit_assignment,0.0
4511ccb4-e31c-4cc8-b585-04dda07d21cf,True,2,wrong_final_answer,not_applicable,True,False,terminal_outcome,terminal_classification,2,wrong_final_answer,not_applicable,True,False,terminal_outcome,terminal_classification,0.0
466a901f-f700-4e5c-8b45-984e29b3e97f,False,1,initial_tool_selection,valid,True,True,call_count,credit_assignment,1,valid_shorter_path,valid,,False,terminal_outcome,outcome_reward,0.0
47fbefed-c16e-4a5c-a88a-ac17e2d5c863,False,,valid_shorter_path,valid,,True,call_count,no_change,,valid_shorter_path,valid,True,True,call_count,credit_assignment,0.0
482277ec-7970-4461-8380-d62a911b3cc1,True,2,argument_values,not_applicable,True,False,argument_values,credit_assignment,2,argument_values,not_applicable,True,False,argument_values,credit_assignment,0.04999999999999993
490308d0-6cc5-4616-a062-c3812a4e96fa,False,1,valid_shorter_path,valid,True,False,argument_values,no_change,,valid_shorter_path,valid,True,False,terminal_outcome,outcome_reward,0.0
4c5ac14a-91aa-41d6-8a28-4ce50ac14940,False,3,premature_stop,valid,True,True,call_count,credit_assignment,3,premature_stop,invalid,True,True,call_count,credit_assignment,0.09999999999999998
4c7479cb-c3d5-4568-abe4-4ecade2f3635,False,4,valid_shorter_path,valid,True,False,call_count,credit_assignment,4,valid_shorter_path,valid,True,False,argument_values,no_change,0.09999999999999998
4cba337d-cf82-49fe-853b-1ac69d0f19ae,False,1,reward_mismatch,valid,True,False,terminal_outcome,outcome_reward,1,initial_tool_selection,invalid,True,True,terminal_outcome,tool_selection_data,0.04999999999999993
4e7e03b3-f9c9-4cc8-986a-6b425aeeeec8,False,1,valid_shorter_path,valid,True,True,executability,no_change,1,argument_values,valid,True,True,argument_values,observation_grounding_data,0.0
4e94725b-4f6f-4660-8079-17f785076612,False,1,argument_values,valid,,True,argument_values,observation_grounding_data,1,initial_tool_selection,invalid,,True,call_count,tool_selection_data,0.0
4f5f22b6-44a0-435b-9924-9fdcbd928522,True,1,valid_shorter_path,valid,True,False,call_count,credit_assignment,1,valid_shorter_path,valid,True,False,call_count,credit_assignment,0.0
5099873f-cd8b-4b02-873a-8c77a8e76837,False,1,argument_values,valid,True,True,none,no_change,1,argument_values,valid,True,False,terminal_outcome,credit_assignment,0.09999999999999998
50bf739b-0f67-4b0e-9586-68baef74326a,False,1,initial_tool_selection,not_applicable,True,False,terminal_outcome,outcome_reward,2,later_tool_selection,not_applicable,True,True,tool_name,tool_selection_data,0.04999999999999993
5139cd27-6d87-4130-994a-3cfe29c62cbd,False,,valid_shorter_path,valid,True,False,call_count,credit_assignment,,unclear,not_applicable,,,none,no_change,0.0
52136fd0-87d3-4086-968b-fa7b8523c333,False,1,initial_tool_selection,not_applicable,,True,tool_name,tool_selection_data,1,initial_tool_selection,not_applicable,False,True,tool_name,tool_selection_data,0.0
52651073-b22c-422b-b2dd-8bc64f894969,False,5,premature_stop,invalid,True,False,call_count,credit_assignment,5,observation_ignored,invalid,False,False,call_count,credit_assignment,0.04999999999999993
54bacfd4-1ac2-4e58-bb6e-8093d738af12,True,2,wrong_final_answer,not_applicable,True,False,terminal_outcome,terminal_classification,2,wrong_final_answer,not_applicable,True,False,terminal_outcome,terminal_classification,0.09999999999999998
56f217f3-b20d-4f19-b8ed-23850bc2e6be,False,2,later_tool_selection,invalid,True,True,tool_name,tool_selection_data,2,later_tool_selection,valid,True,False,tool_name,tool_selection_data,0.0
5830f67e-aed1-4252-a279-f107ab8d15bb,False,1,wrong_final_answer,invalid,,False,call_count,credit_assignment,1,argument_values,invalid,True,False,argument_values,observation_grounding_data,0.0
585cce43-50e6-470b-aafb-9512e21625c8,True,2,valid_shorter_path,valid,True,False,call_count,credit_assignment,2,valid_shorter_path,valid,True,False,call_count,credit_assignment,0.0
59075a42-0879-42ef-ada9-56aeddf95fcf,True,1,argument_values,invalid,False,True,argument_values,observation_grounding_data,1,argument_values,invalid,False,True,argument_values,observation_grounding_data,0.0
59212b7c-319b-47b5-b45c-2e375e846970,False,2,later_tool_selection,invalid,False,True,tool_name,tool_selection_data,2,argument_values,not_applicable,True,True,argument_values,observation_grounding_data,0.0
59c85014-c8c4-45df-956b-04dec99e0bc7,False,1,valid_shorter_path,valid,True,False,call_count,outcome_reward,1,valid_shorter_path,valid,True,False,terminal_outcome,outcome_reward,0.04999999999999993
5af7ea4f-13b0-48f4-adfa-5f5cc8c17b8c,False,3,argument_values,not_applicable,False,True,argument_values,observation_grounding_data,3,argument_values,not_applicable,True,False,argument_values,credit_assignment,0.0
5ece6f80-a4fb-48a9-95cd-8c8c2a49ab08,False,,valid_shorter_path,valid,True,False,call_count,credit_assignment,,unclear,not_applicable,,True,none,no_change,0.09999999999999998
5f2689b9-c33d-4981-bb29-c52e7b2ce153,False,,unclear,not_applicable,,True,none,no_change,,premature_stop,invalid,,True,call_count,process_reward,0.0
602de5a8-0653-4427-bcc5-3fe582cd714e,False,,valid_shorter_path,valid,,True,none,no_change,,unclear,not_applicable,,,none,no_change,0.0
609d22aa-b21a-4ed8-9ae0-7cbea4aa837e,False,1,reward_mismatch,valid,True,False,call_count,outcome_reward,1,valid_shorter_path,valid,True,False,call_count,credit_assignment,0.0
63253fb5-5c4b-4d95-b1ab-64cd2019e5c5,False,7,observation_ignored,valid,False,False,call_count,credit_assignment,7,argument_values,not_applicable,False,False,argument_values,observation_grounding_data,0.0
63854dc5-cf6e-40bd-94e9-f4f930165cb7,False,2,wrong_output_field,not_applicable,True,False,terminal_outcome,outcome_reward,2,wrong_final_answer,not_applicable,True,False,terminal_outcome,terminal_classification,0.09999999999999998
63f7e661-fbaa-4def-aed0-4eccd041b618,True,2,valid_shorter_path,valid,True,False,call_count,credit_assignment,2,valid_shorter_path,valid,True,False,call_count,credit_assignment,0.04999999999999993
6789e917-6ea1-41cc-b38e-a29dd53b2bd3,False,,premature_stop,invalid,True,True,call_count,tool_selection_data,,premature_stop,invalid,,True,call_count,tool_selection_data,0.09999999999999998
6a001923-6ece-46ae-9e4e-ae2308bad269,False,1,valid_shorter_path,valid,True,False,call_count,credit_assignment,1,initial_tool_selection,valid,True,False,call_count,credit_assignment,0.0
6a069715-af16-4353-b530-2c68b1045702,False,1,initial_tool_selection,valid,True,True,terminal_outcome,no_change,1,argument_values,valid,True,True,terminal_outcome,outcome_reward,0.0
6a6f39c7-6f71-4fef-b09b-cebb8f602b19,False,,valid_shorter_path,valid,True,False,call_count,credit_assignment,,unclear,not_applicable,,True,none,no_change,0.09999999999999998
6accc733-a657-438c-97a2-d9b11b97edb8,False,3,observation_ignored,invalid,False,False,call_count,observation_grounding_data,3,valid_shorter_path,valid,True,False,call_count,credit_assignment,0.0
6ae58ffa-f086-4aa5-9bc9-e2beeec685cc,False,1,valid_shorter_path,valid,True,False,call_count,credit_assignment,1,valid_shorter_path,valid,,True,call_count,no_change,0.04999999999999993
6b6884c6-f22a-4f7a-8fc4-73036ab9a0c3,False,1,valid_shorter_path,valid,True,False,call_count,outcome_reward,2,valid_shorter_path,valid,True,False,call_count,no_change,0.0
6c0d717a-af97-47db-ad9d-45255f829e0d,False,1,wrong_final_answer,invalid,True,False,terminal_outcome,outcome_reward,1,initial_tool_selection,valid,True,True,terminal_outcome,targeted_semantic_sft,0.0
6c5bf32e-9b63-4950-a348-72e08943a6d5,False,2,later_tool_selection,invalid,False,False,call_count,credit_assignment,2,later_tool_selection,valid,True,False,call_count,credit_assignment,0.0
6c668a48-30d8-46ba-a9ac-8e0c58f9d9f0,False,1,argument_values,valid,True,True,terminal_outcome,outcome_reward,1,initial_tool_selection,not_applicable,,True,tool_name,tool_selection_data,0.0
6f44c50b-e8a0-4e98-85f5-81f986170546,False,3,argument_values,invalid,True,True,argument_values,observation_grounding_data,3,wrong_final_answer,invalid,True,False,terminal_outcome,outcome_reward,0.0
6fb9747f-205d-4057-98a9-bebfa690d3fe,True,4,argument_values,not_applicable,True,False,argument_values,credit_assignment,4,argument_values,not_applicable,True,False,argument_values,credit_assignment,0.0
702881c1-d5ba-4b90-aa65-8a17d9a3a5a6,False,3,valid_shorter_path,valid,True,False,call_count,credit_assignment,3,wrong_output_field,valid,True,False,executability,outcome_reward,0.0
70666870-66fb-462b-96b1-2739e36a0f60,False,2,premature_stop,invalid,False,True,call_count,process_reward,2,observation_ignored,invalid,False,True,executability,observation_grounding_data,0.0
729b41ed-7a84-4209-bff1-b4e4045e4ad3,False,,valid_shorter_path,valid,True,False,call_count,credit_assignment,,unclear,not_applicable,,,none,no_change,0.0
72fa90ad-54d1-4c20-886b-739e52940ce5,False,1,valid_shorter_path,valid,,True,executability,no_change,1,valid_shorter_path,valid,True,False,call_count,tool_selection_data,0.09999999999999998
73301ada-cb5a-4ee0-a8e6-d1f4a8d02a61,False,2,argument_values,invalid,True,True,argument_values,observation_grounding_data,2,argument_values,invalid,False,True,argument_values,targeted_semantic_sft,0.0
7533eefe-b652-4afd-834a-3ee8c38ca14e,True,3,valid_shorter_path,valid,True,False,call_count,credit_assignment,3,valid_shorter_path,valid,True,False,call_count,credit_assignment,0.0
76446ae7-0565-4df5-bff6-bddcaf386d0f,False,1,initial_tool_selection,invalid,,True,executability,tool_selection_data,,unclear,not_applicable,,,unclear,unclear,1.0
76de8525-048b-4209-8867-48bfb6ff6fa8,True,2,valid_shorter_path,valid,True,False,call_count,credit_assignment,2,valid_shorter_path,valid,True,False,call_count,credit_assignment,0.04999999999999993
77a0e4ff-a6e6-429f-a945-b82daa6852fb,False,2,valid_shorter_path,valid,True,False,call_count,credit_assignment,2,observation_ignored,invalid,False,False,call_count,observation_grounding_data,0.0
79548961-64d6-432c-aac2-5846fd124032,False,3,valid_shorter_path,valid,True,False,call_count,credit_assignment,3,valid_shorter_path,valid,True,False,executability,credit_assignment,0.0
79f31629-56a4-4e40-8a4d-c1619abcda9b,False,,valid_shorter_path,valid,True,True,none,no_change,,valid_shorter_path,valid,True,True,call_count,credit_assignment,0.0
7b03ce5d-c7c8-40fd-b6c9-0650cf326193,False,1,argument_values,invalid,False,False,argument_values,outcome_reward,1,argument_values,invalid,True,True,argument_values,observation_grounding_data,0.0
7bdd0e4f-6c99-4f49-b9e8-2afc9546891b,False,2,premature_stop,invalid,True,True,call_count,credit_assignment,2,premature_stop,invalid,True,True,call_count,process_reward,0.09999999999999998
7cdaf92f-5fc1-43ee-8ac7-9053012753a3,False,1,wrong_final_answer,valid,True,True,terminal_outcome,targeted_semantic_sft,1,later_tool_selection,valid,True,False,call_count,credit_assignment,0.0
7d0d1b23-f8ba-474b-84fd-e78eaaf967e2,True,1,valid_shorter_path,valid,True,False,call_count,credit_assignment,1,valid_shorter_path,valid,True,False,call_count,credit_assignment,0.04999999999999993
7da0f6e7-2a24-4fa8-b48d-cc84cae3e578,False,1,initial_tool_selection,valid,True,True,executability,no_change,1,argument_values,invalid,,True,executability,observation_grounding_data,0.09999999999999998
801d574a-fb51-4cc6-8367-d2dd352ff3ec,False,,wrong_final_answer,not_applicable,True,True,terminal_outcome,outcome_reward,,evaluator_or_data_inconsistency,not_applicable,,,terminal_outcome,evaluator_or_data_fix,0.09999999999999998
80d3d81b-e6fd-4fa4-a690-b7214c4ef41c,False,2,premature_stop,valid,True,False,call_count,credit_assignment,2,valid_shorter_path,valid,True,True,call_count,no_change,0.04999999999999993
82e82d17-1e64-4874-8005-67f32b410866,True,2,later_tool_selection,not_applicable,True,True,tool_name,tool_selection_data,2,later_tool_selection,not_applicable,True,True,tool_name,tool_selection_data,0.09999999999999998
837f59f5-0d19-4246-993f-061525bd8d67,False,3,argument_values,not_applicable,False,True,argument_values,observation_grounding_data,3,wrong_final_answer,not_applicable,True,True,terminal_outcome,targeted_semantic_sft,0.09999999999999998
844ce8e2-be74-4db0-8541-132f5bebeb1b,False,,initial_tool_selection,invalid,False,True,executability,observation_grounding_data,,wrong_final_answer,not_applicable,,True,terminal_outcome,outcome_reward,0.050000000000000044
87481cd4-e4d1-4eb7-ad02-0c29677ddb8c,False,3,valid_shorter_path,valid,True,False,call_count,credit_assignment,3,premature_stop,invalid,False,False,call_count,outcome_reward,0.0
87b5d6f9-199e-4e83-8392-86f03e175ca6,False,1,initial_tool_selection,valid,True,False,call_count,credit_assignment,1,initial_tool_selection,valid,True,False,tool_name,tool_selection_data,0.0
887b6d7e-5fb5-4523-9b28-f7ab29cf7636,False,1,valid_shorter_path,valid,True,False,call_count,credit_assignment,1,valid_shorter_path,valid,True,False,argument_values,credit_assignment,0.0
8956e144-c9f2-4154-8554-eb3de698456e,False,7,wrong_output_field,valid,True,True,terminal_outcome,terminal_classification,7,wrong_final_answer,not_applicable,True,True,terminal_outcome,outcome_reward,0.0
8970e530-cd57-4c00-9ef5-86970db06e6f,False,3,premature_stop,invalid,True,False,call_count,credit_assignment,3,wrong_final_answer,invalid,True,True,terminal_outcome,outcome_reward,0.09999999999999998
8ab9d4d5-0011-4e49-85cb-ee24f852f350,False,5,valid_shorter_path,valid,True,False,call_count,credit_assignment,5,invalid_state_transition,not_applicable,,True,executability,targeted_semantic_sft,0.0
