count,share,skeleton
1,0.0016666666666666668,"first, find the average of # and #. then, determine how many whole times that result fits into #. next, divide that result by #. then, reduce # by that result percent. after that, increase # by that result percent. next, find the absolute difference between # and that result. then, round that result"
1,0.0016666666666666668,"find the ratio of # to #, then increase # by that ratio percentage, then find the ratio of # to the new value, multiply # by #, add # to the previous value, take the reciprocal of that result, and compute the result of step # percent of that result."
1,0.0016666666666666668,"first, round # up to the nearest whole number. after that, turn # degrees celsius into fahrenheit. then, lower that result by # percent. now, find the average of the results from step # and that result. finally, label that result with the unit 'boxes'."
1,0.0016666666666666668,"my target is to label the value those steps produce with the unit 'units', and the way there is: round # to the nearest whole number, then subtract that result from #, then round # up to a whole number, then add the result of step # and that result. report only the final value."
1,0.0016666666666666668,"start with # and #; add the two; subtract # from the result of that; take the square root of that result, and finally round it to # decimal places."
1,0.0016666666666666668,determine the outcome of this procedure: find the remainder of # divided by #; convert # degrees celsius to fahrenheit; find the absolute difference between the result of step # and that result; round that result to the nearest whole number. what is the final result?
1,0.0016666666666666668,"first, negate #, then add # and the value from the previous operation, step one."
1,0.0016666666666666668,a shop reviews its figures. step #: increase # by # percent. step #: convert # degrees celsius to fahrenheit. step #: compute the result of step # percent of that result. what is the final result?
1,0.0016666666666666668,"first, convert # kilometers to meters. next, find # percent of that result. then, multiply # by #. finally, add the result of step # and that result."
1,0.0016666666666666668,"first, divide # by #. subsequently, round the result of that division to # decimal places."
1,0.0016666666666666668,an engineer checks a report. step #: find how many whole minutes fit into # seconds. step #: average that result and #. step #: find the absolute difference between # and that result. step #: find the absolute difference between that result and #. what is the final result?
1,0.0016666666666666668,a delivery service reviews yesterday's log. step #: round # up to a whole number. step #: compute the ratio of that result to #.
1,0.0016666666666666668,calculate # percent of #; take that value and add # to it; then take the result and multiply it by #.
1,0.0016666666666666668,"what do i get if i convert # minutes to seconds; compute the ratio of # to that result; multiply # by that result; divide # by #; take the reciprocal of that result; subtract that result from the result of step #? (note: the team has # members, which is not needed here.)"
1,0.0016666666666666668,"the end goal is to increase the value those steps produce by # percent. to get there, decrease # by # percent, then decrease that result by # percent, then multiply that result by #, then square that result first."
1,0.0016666666666666668,"first, convert # seconds to whole minutes. then, add # to the result. next, calculate the ratio of # to the result of that. finally, increase # by that result percent."
1,0.0016666666666666668,give me the result of this calculation: increase # by # percent; convert # meters to kilometers; compute the ratio of the result of step # to that result.
1,0.0016666666666666668,a shop reviews its figures. step #: square #. step #: average # and that result. step #: find the remainder of that result divided by #. step #: round # to the nearest whole number. step #: find the remainder of # divided by that result. step #: compute the ratio of the result of step # to that resu
1,0.0016666666666666668,"first, find the ratio of # to #. next, find the ratio of # to that result. then square that result. after that, find out how many whole times # fits into that result. then, decrease # by that result percent. finally, append that result to the list [#, #, #, #]."
1,0.0016666666666666668,"first, find the spread of #, #, #, #, #, #. then, reduce # by the spread as a percentage. next, find out how many times the previous result fits into #. then, increase that result by # percent. round up that result, and finally, append it to the list #, #, #, #."
1,0.0016666666666666668,"first, square #. then, take that result and add it to #. next, square that result. after that, find that result as a percentage of #. finally, calculate # percent of that final result."
1,0.0016666666666666668,"to begin, round # up to a whole number. next, take the reciprocal of that result. next, decrease # by that result percent. next, compute the ratio of # to that result. next, add that result and #. next, compute how many whole times that result fits into #. next, decrease that result by # percent. la"
1,0.0016666666666666668,give me the result of this calculation: divide # by #; take the square root of that result; take the square root of that result; divide # by that result; compute # percent of #; compute the result of step # percent of that result; format that result with # decimal places as text.
1,0.0016666666666666668,give me the result of this calculation: convert # meters to kilometers; compute # percent of #; average # and that result; compute the ratio of # to that result; compute # percent of that result; decrease # by that result percent; add the result of step # and that result; format that result with # d
1,0.0016666666666666668,"calculate the range spread of the list [#,#,#], then subtract that result from #."
1,0.0016666666666666668,an engineer checks a report. step #: round # up to a whole number. step #: find the remainder of # divided by #. step #: find the absolute difference between the result of step # and that result.
1,0.0016666666666666668,a delivery service reviews yesterday's log. step #: compute # percent of #. step #: round that result to the nearest whole number. what is the final result?
1,0.0016666666666666668,"calculate the ratio of # to #, then raise that value by # percent, then round up # to an integer, then reduce that result by # percent, then find the remainder from # divided by #, and finally average the result of step #, the result of step # and that result."
1,0.0016666666666666668,"start by reducing # to # percent, then find the absolute difference between # and that result. then round that value to the nearest whole number, take the square root of that result, then find the remainder of that value when divided by #, and finally, find the ratio of that value to #."
1,0.0016666666666666668,"to label the final value with the unit 'points', first find the ratio of # to #, then find the ratio of # to #, take the average that result and #, and then find the absolute difference between the value of step # and that result, and label the last result with 'points'."
1,0.0016666666666666668,"start by taking # percent from #. then take that result and multiply it by #. add # and #. afterwards, figure out how many whole times # goes into #. finally, sum the result of step #, the result of step #, and that result."
1,0.0016666666666666668,a hiking club recorded these values. step #: average # and #. step #: round # to # decimal places. step #: divide the result of step # by that result.
1,0.0016666666666666668,a school tracks these figures for its yearbook. step #: find the absolute difference between # and #. step #: compute # percent of that result. step #: average # and that result. step #: average that result and #. step #: divide that result by #. step #: negate #. step #: average the result of step 
1,0.0016666666666666668,"first, round # to the nearest whole number. next, calculate # percent of #. finally, divide the result of step # by that result, and report only the final value."
1,0.0016666666666666668,"start by reducing # by # percent, then divide the result by #, then subtract # from that result, then determine how many whole minutes are in # seconds, average # and that result, find the absolute difference between # and that result, then reduce that by # percent and finally, divide the result of "
1,0.0016666666666666668,"first, find what is left over when # is divided by #. next, take # and make it negative. finally, find the absolute difference between the result of step # and that result."
1,0.0016666666666666668,a lab notebook lists these measurements. step #: negate #. step #: subtract # from that result.
