call_count_disclosed,dataset,fan_in_leakage,fan_out_leakage,gold_call_count,graph_edge_coverage,graph_leak_class,intermediate_variable_leakage,n_graph_edges_disclosed,operation_leakage,operation_sequence_leakage,passes_mode_budget,procedural_lead_count,query_mode,reference_source_coverage,schema_version,stage_label_count,stages_related_phrase,task_id
True,pilot4_train,0.0,0.0,4,1.6667,COMPLETE,3,5,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,7,True,ttdf4_2d509bd64e72
True,pilot4_train,0.0,0.0,4,1.0,COMPLETE,0,3,,,False,0,SEMI_IMPLICIT,0.0,ttdf.graph_leak.v1,0,True,ttdf4_f2dceab7297f
True,pilot4_train,0.0,0.0,7,1.6667,COMPLETE,6,10,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,13,True,ttdf4_97be5adcb565
True,pilot4_train,0.0,0.0,7,1.0,COMPLETE,2,6,,,False,0,SEMI_IMPLICIT,0.3333,ttdf.graph_leak.v1,1,True,ttdf4_c9459441ed6c
True,pilot4_train,0.0,0.0,4,1.6667,COMPLETE,3,5,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,7,True,ttdf4_5d94b938ddeb
False,pilot4_train,0.0,0.0,4,0.6667,HIGH,2,2,,,True,2,PROCEDURAL_EXPLICIT,0.6667,ttdf.graph_leak.v1,2,False,ttdf4_0372a31254df
True,pilot4_train,0.0,0.0,3,2.0,COMPLETE,2,4,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,5,True,ttdf4_75564ba3fee0
True,pilot4_train,0.0,0.0,3,1.0,COMPLETE,0,2,,,False,0,SEMI_IMPLICIT,0.0,ttdf.graph_leak.v1,0,True,ttdf4_ddb438494579
True,pilot4_train,0.0,0.0,4,1.6667,COMPLETE,3,5,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,7,True,ttdf4_52a9ce8baa99
True,pilot4_train,0.0,0.0,4,1.0,COMPLETE,0,3,,,False,0,SEMI_IMPLICIT,0.0,ttdf.graph_leak.v1,0,True,ttdf4_60b4010306b5
True,pilot4_train,0.0,0.0,2,2.0,COMPLETE,1,2,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,3,True,ttdf4_1e16fbceebea
False,pilot4_train,0.0,0.0,2,0.0,MEDIUM,0,0,,,True,0,PROCEDURAL_EXPLICIT,0.0,ttdf.graph_leak.v1,1,False,ttdf4_9db5acff0e21
True,pilot4_train,0.0,0.0,3,2.0,COMPLETE,2,4,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,5,True,ttdf4_6bd1dc78976f
False,pilot4_train,0.0,0.0,3,0.0,MEDIUM,0,0,,,True,1,PROCEDURAL_EXPLICIT,0.0,ttdf.graph_leak.v1,1,False,ttdf4_c80e424b2d13
True,pilot4_train,0.0,0.0,4,1.6667,COMPLETE,3,5,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,7,True,ttdf4_a5c80a6154ae
True,pilot4_train,0.0,0.0,4,1.0,COMPLETE,1,3,,,False,0,SEMI_IMPLICIT,0.3333,ttdf.graph_leak.v1,1,True,ttdf4_acc2495a7910
True,pilot4_train,0.0,0.0,3,1.6667,COMPLETE,3,5,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,6,True,ttdf4_5e95801a8d49
True,pilot4_train,0.0,0.0,3,0.6667,HIGH,1,2,,,False,0,SEMI_IMPLICIT,0.3333,ttdf.graph_leak.v1,0,True,ttdf4_ffef7369194e
True,pilot4_train,0.0,0.0,2,2.0,COMPLETE,1,2,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,3,True,ttdf4_5561b514b081
True,pilot4_train,0.0,0.0,2,1.0,COMPLETE,0,1,,,False,0,SEMI_IMPLICIT,0.0,ttdf.graph_leak.v1,0,True,ttdf4_f3aa68134d7b
True,pilot4_train,0.0,0.0,2,2.0,COMPLETE,1,2,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,3,True,ttdf4_14af24a81bf6
True,pilot4_train,0.0,0.0,2,1.0,COMPLETE,0,1,,,False,0,SEMI_IMPLICIT,0.0,ttdf.graph_leak.v1,0,True,ttdf4_3b3b32e1c88d
True,pilot4_train,0.0,0.0,4,1.5,COMPLETE,4,6,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,8,True,ttdf4_f22232c0783a
True,pilot4_train,0.0,0.0,4,0.75,HIGH,2,3,,,False,0,SEMI_IMPLICIT,0.5,ttdf.graph_leak.v1,1,True,ttdf4_3d0e2fae3c77
True,pilot4_train,0.0,0.0,2,2.0,COMPLETE,1,2,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,3,True,ttdf4_ddf5022ccc80
False,pilot4_train,0.0,0.0,2,0.0,NONE,0,0,,,True,0,SEMI_IMPLICIT,0.0,ttdf.graph_leak.v1,0,False,ttdf4_0c525f49fe2a
True,pilot4_train,0.0,0.0,7,1.5,COMPLETE,6,9,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,13,True,ttdf4_65f0b3986ddf
True,pilot4_train,0.0,0.0,7,1.0,COMPLETE,2,6,,,False,0,SEMI_IMPLICIT,0.3333,ttdf.graph_leak.v1,1,True,ttdf4_3029596b9330
True,pilot4_train,0.0,0.0,2,1.0,COMPLETE,0,1,,,False,0,SEMI_IMPLICIT,0.0,ttdf.graph_leak.v1,0,True,ttdf4_762d9a71c8cc
True,pilot4_train,0.0,0.0,2,2.0,COMPLETE,1,2,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,3,True,ttdf4_64e767a6dea3
True,pilot4_train,0.0,0.0,5,1.0,COMPLETE,1,4,,,False,0,SEMI_IMPLICIT,0.25,ttdf.graph_leak.v1,1,True,ttdf4_a74fac2b9550
True,pilot4_train,0.0,0.0,5,1.75,COMPLETE,4,7,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,9,True,ttdf4_1ba04285f941
True,pilot4_train,0.0,0.0,2,2.0,COMPLETE,1,2,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,3,True,ttdf4_ee3fb9774437
False,pilot4_train,0.0,0.0,2,0.0,LOW,0,0,,,True,2,PROCEDURAL_EXPLICIT,0.0,ttdf.graph_leak.v1,0,False,ttdf4_b355fc3cf3cd
True,pilot4_train,0.0,0.0,5,1.6,COMPLETE,5,8,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,10,True,ttdf4_a654b69540af
True,pilot4_train,0.0,0.0,5,0.8,HIGH,2,4,,,False,0,SEMI_IMPLICIT,0.4,ttdf.graph_leak.v1,1,True,ttdf4_3e2ab0575f9f
True,pilot4_train,0.0,0.0,4,1.75,COMPLETE,4,7,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,8,True,ttdf4_de3c11503632
False,pilot4_train,1.0,1.0,4,0.5,HIGH,2,2,,,True,2,PROCEDURAL_EXPLICIT,0.5,ttdf.graph_leak.v1,3,False,ttdf4_2cd30620ca70
True,pilot4_train,0.0,0.0,3,1.0,COMPLETE,1,2,,,False,0,SEMI_IMPLICIT,0.5,ttdf.graph_leak.v1,0,True,ttdf4_3226c96b8f23
True,pilot4_train,0.0,0.0,3,2.0,COMPLETE,2,4,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,5,True,ttdf4_2a637a88262a
False,pilot4_train,0.0,0.0,3,0.0,MEDIUM,0,0,,,True,1,PROCEDURAL_EXPLICIT,0.0,ttdf.graph_leak.v1,1,False,ttdf4_c6a14cca7be8
True,pilot4_train,0.0,0.0,3,2.0,COMPLETE,2,4,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,5,True,ttdf4_2a221f74fef8
True,pilot4_train,0.0,0.0,2,2.0,COMPLETE,1,2,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,3,True,ttdf4_2b56a3ca459a
False,pilot4_train,0.0,0.0,2,0.0,NONE,0,0,,,True,0,PROCEDURAL_EXPLICIT,0.0,ttdf.graph_leak.v1,0,False,ttdf4_9a32e50f9828
True,pilot4_train,0.0,0.0,3,1.5,COMPLETE,2,3,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,5,True,ttdf4_132e5ac8a7bb
True,pilot4_train,0.0,0.0,3,1.0,COMPLETE,0,2,,,False,0,SEMI_IMPLICIT,0.0,ttdf.graph_leak.v1,0,True,ttdf4_e97066c915ad
True,pilot4_train,0.0,0.0,8,1.875,COMPLETE,8,15,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,16,True,ttdf4_510495e4fc04
True,pilot4_train,0.0,0.0,8,0.875,COMPLETE,3,7,,,False,0,SEMI_IMPLICIT,0.375,ttdf.graph_leak.v1,1,True,ttdf4_05e1c19d891d
True,pilot4_train,0.0,0.0,3,2.0,COMPLETE,2,4,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,5,True,ttdf4_5d4450adf21c
False,pilot4_train,0.0,0.0,3,0.0,LOW,0,0,,,True,2,PROCEDURAL_EXPLICIT,0.0,ttdf.graph_leak.v1,0,False,ttdf4_c55fd2034e54
True,pilot4_train,0.0,0.0,8,1.5714,COMPLETE,7,11,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,15,True,ttdf4_093bcb4a9506
True,pilot4_train,1.0,1.0,8,1.0,COMPLETE,4,7,,,False,0,SEMI_IMPLICIT,0.5714,ttdf.graph_leak.v1,2,True,ttdf4_d795cd188bec
True,pilot4_train,0.0,0.0,7,1.7143,COMPLETE,7,12,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,14,True,ttdf4_0d31936eb5db
True,pilot4_train,0.0,0.0,7,0.8571,COMPLETE,1,6,,,False,0,SEMI_IMPLICIT,0.1429,ttdf.graph_leak.v1,0,True,ttdf4_bb0840d85375
True,pilot4_train,0.0,0.0,2,2.0,COMPLETE,1,2,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,3,True,ttdf4_5ee66f91a995
False,pilot4_train,0.0,0.0,2,0.0,NONE,0,0,,,True,0,SEMI_IMPLICIT,0.0,ttdf.graph_leak.v1,0,False,ttdf4_bc4d065ffa38
True,pilot4_train,0.0,0.0,5,1.6667,COMPLETE,6,10,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,11,True,ttdf4_06968b24b8d6
True,pilot4_train,0.0,0.0,5,0.6667,HIGH,2,4,,,False,0,SEMI_IMPLICIT,0.3333,ttdf.graph_leak.v1,1,True,ttdf4_189dc44770c0
True,pilot4_train,0.0,0.0,6,1.8,COMPLETE,5,9,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,11,True,ttdf4_6cc8851e4184
True,pilot4_train,0.0,0.0,6,1.0,COMPLETE,0,5,,,False,0,SEMI_IMPLICIT,0.0,ttdf.graph_leak.v1,0,True,ttdf4_2cdde95b05fd
True,pilot4_train,0.0,0.0,6,1.6,COMPLETE,5,8,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,11,True,ttdf4_ef940e621944
True,pilot4_train,0.0,0.0,6,1.0,COMPLETE,2,5,,,False,0,SEMI_IMPLICIT,0.4,ttdf.graph_leak.v1,1,True,ttdf4_6fc5bce581b6
True,pilot4_train,0.0,0.0,6,1.7143,COMPLETE,7,12,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,13,True,ttdf4_7f88c1d80225
True,pilot4_train,0.0,0.0,6,0.7143,HIGH,2,5,,,False,0,SEMI_IMPLICIT,0.2857,ttdf.graph_leak.v1,1,True,ttdf4_f43a65e7fa7c
True,pilot4_train,0.0,0.0,2,2.0,COMPLETE,1,2,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,3,True,ttdf4_93c6cbc77b3f
False,pilot4_train,0.0,0.0,2,0.0,NONE,0,0,,,True,0,PROCEDURAL_EXPLICIT,0.0,ttdf.graph_leak.v1,0,False,ttdf4_158b71f0806a
True,pilot4_train,0.0,0.0,3,1.0,COMPLETE,1,2,,,False,0,SEMI_IMPLICIT,0.5,ttdf.graph_leak.v1,0,True,ttdf4_4f36ead2efd8
True,pilot4_train,0.0,0.0,3,2.0,COMPLETE,2,4,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,5,True,ttdf4_0fa43aaa2d59
True,pilot4_train,0.0,0.0,5,0.8,HIGH,3,4,,,False,0,SEMI_IMPLICIT,0.6,ttdf.graph_leak.v1,2,True,ttdf4_d055d63540d5
True,pilot4_train,0.0,0.0,5,1.6,COMPLETE,5,8,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,10,True,ttdf4_6ae3d8b40681
True,pilot4_train,0.0,0.0,2,2.0,COMPLETE,1,2,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,3,True,ttdf4_03e848290c79
True,pilot4_train,0.0,0.0,2,1.0,COMPLETE,0,1,,,False,0,SEMI_IMPLICIT,0.0,ttdf.graph_leak.v1,0,True,ttdf4_44db9f68ccdf
True,pilot4_train,0.0,0.0,3,1.0,COMPLETE,0,2,,,False,0,SEMI_IMPLICIT,0.0,ttdf.graph_leak.v1,0,True,ttdf4_6ab22fb5a039
True,pilot4_train,0.0,0.0,3,2.0,COMPLETE,2,4,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,5,True,ttdf4_3c71510e0c8e
True,pilot4_train,0.0,0.0,6,1.7143,COMPLETE,7,12,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,13,True,ttdf4_9086fafa9056
False,pilot4_train,0.0,0.0,6,0.5714,HIGH,4,4,,,True,2,PROCEDURAL_EXPLICIT,0.5714,ttdf.graph_leak.v1,4,False,ttdf4_2e4fb04b7e44
True,pilot4_train,0.0,0.0,3,1.0,COMPLETE,0,2,,,False,0,SEMI_IMPLICIT,0.0,ttdf.graph_leak.v1,0,True,ttdf4_1aa7df89acd3
True,pilot4_train,0.0,0.0,3,2.0,COMPLETE,2,4,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,5,True,ttdf4_9116a1e31c6f
True,pilot4_train,0.0,0.0,2,2.0,COMPLETE,1,2,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,3,True,ttdf4_aa1db962e0a1
False,pilot4_train,0.0,0.0,2,0.0,LOW,0,0,,,True,2,PROCEDURAL_EXPLICIT,0.0,ttdf.graph_leak.v1,0,False,ttdf4_a87ac35b9c1b
True,pilot4_train,0.0,0.0,2,2.0,COMPLETE,1,2,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,3,True,ttdf4_f38f429dd43b
False,pilot4_train,0.0,0.0,2,0.0,LOW,0,0,,,True,2,PROCEDURAL_EXPLICIT,0.0,ttdf.graph_leak.v1,0,False,ttdf4_57ae5e731540
True,pilot4_train,0.0,0.0,3,1.0,COMPLETE,1,2,,,False,0,SEMI_IMPLICIT,0.5,ttdf.graph_leak.v1,0,True,ttdf4_10d0034247c7
True,pilot4_train,0.0,0.0,3,2.0,COMPLETE,2,4,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,5,True,ttdf4_de699dc44589
True,pilot4_train,1.0,1.0,5,1.5,COMPLETE,4,6,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,9,True,ttdf4_4a9424c4121d
False,pilot4_train,1.0,1.0,5,0.5,HIGH,2,2,,,True,2,PROCEDURAL_EXPLICIT,0.5,ttdf.graph_leak.v1,2,False,ttdf4_d28e18c3f600
True,pilot4_train,0.0,0.0,3,2.0,COMPLETE,2,4,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,5,True,ttdf4_8c594a0667ce
True,pilot4_train,1.0,1.0,3,1.0,COMPLETE,1,2,,,False,0,SEMI_IMPLICIT,0.5,ttdf.graph_leak.v1,0,True,ttdf4_4bdde920a3f4
True,pilot4_train,0.0,0.0,6,1.8333,COMPLETE,6,11,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,12,True,ttdf4_1f2c2ae21c5f
True,pilot4_train,0.0,0.0,6,0.8333,HIGH,1,5,,,False,0,SEMI_IMPLICIT,0.1667,ttdf.graph_leak.v1,0,True,ttdf4_8273cc153d09
True,pilot4_train,0.0,0.0,2,2.0,COMPLETE,1,2,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,3,True,ttdf4_e30f4d0d0a54
False,pilot4_train,0.0,0.0,2,0.0,NONE,0,0,,,True,1,PROCEDURAL_EXPLICIT,0.0,ttdf.graph_leak.v1,0,False,ttdf4_9e1e67bb0638
True,pilot4_train,0.0,0.0,4,1.6667,COMPLETE,3,5,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,7,True,ttdf4_25b05a01de78
True,pilot4_train,0.0,0.0,4,1.0,COMPLETE,0,3,,,False,0,SEMI_IMPLICIT,0.0,ttdf.graph_leak.v1,0,True,ttdf4_873730db36e4
True,pilot4_train,0.0,0.0,2,2.0,COMPLETE,1,2,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,3,True,ttdf4_80ee6c70472c
True,pilot4_train,0.0,0.0,2,1.0,COMPLETE,0,1,,,False,0,SEMI_IMPLICIT,0.0,ttdf.graph_leak.v1,0,True,ttdf4_3d4d06da9802
True,pilot4_train,0.0,0.0,3,0.6667,HIGH,1,2,,,False,0,SEMI_IMPLICIT,0.3333,ttdf.graph_leak.v1,0,True,ttdf4_8a3d20107a7d
True,pilot4_train,0.0,0.0,3,1.6667,COMPLETE,3,5,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,6,True,ttdf4_69f875ced1a3
True,pilot4_train,0.0,0.0,4,1.6667,COMPLETE,3,5,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,7,True,ttdf4_eb3d80fa79be
False,pilot4_train,0.0,0.0,4,0.3333,MEDIUM,1,1,,,True,2,PROCEDURAL_EXPLICIT,0.3333,ttdf.graph_leak.v1,1,False,ttdf4_9ee4350453f7
True,pilot4_train,0.0,0.0,3,1.6667,COMPLETE,3,5,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,6,True,ttdf4_8d88ac463eb0
True,pilot4_train,0.0,0.0,3,0.6667,HIGH,1,2,,,False,0,SEMI_IMPLICIT,0.3333,ttdf.graph_leak.v1,0,True,ttdf4_a781a4004e85
True,pilot4_train,0.0,0.0,7,1.5,COMPLETE,6,9,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,13,True,ttdf4_f35649b37188
False,pilot4_train,0.0,0.0,7,0.8333,HIGH,10,5,,,True,6,PROCEDURAL_EXPLICIT,1.0,ttdf.graph_leak.v1,5,False,ttdf4_4278e2c21dff
True,pilot4_train,0.0,0.0,3,1.0,COMPLETE,0,2,,,False,0,SEMI_IMPLICIT,0.0,ttdf.graph_leak.v1,0,True,ttdf4_4c7f05141ffb
True,pilot4_train,0.0,0.0,3,2.0,COMPLETE,2,4,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,5,True,ttdf4_e8267586cdd4
True,pilot4_train,0.0,0.0,3,1.0,COMPLETE,0,2,,,False,0,SEMI_IMPLICIT,0.0,ttdf.graph_leak.v1,0,True,ttdf4_c8939e2eed8c
True,pilot4_train,0.0,0.0,3,2.0,COMPLETE,2,4,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,5,True,ttdf4_d95bc5aaf332
True,pilot4_train,0.0,0.0,2,2.0,COMPLETE,1,2,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,3,True,ttdf4_ca661cf95fb5
False,pilot4_train,0.0,0.0,2,0.0,NONE,0,0,,,True,0,SEMI_IMPLICIT,0.0,ttdf.graph_leak.v1,0,False,ttdf4_78fe4c7771f9
True,pilot4_train,0.0,0.0,2,2.0,COMPLETE,1,2,,,False,0,GOAL_BASED_IMPLICIT,1.0,ttdf.graph_leak.v1,3,True,ttdf4_091849b58b34
